source_analysis_id	source_seqid	matched_seqid	source_target_symbol	source_label	trait_ontology_name	trait_ontology_id	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	target_resolution_method	target_resolution_notes	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
GCST90240300	13588-11	13588-11	ANXA9	Annexin A9 levels (ANXA9.13588.11.3)	annexin A9 measurement	http://www.ebi.ac.uk/efo/EFO_0802283	Annexin A9	8416	ENSG00000143412	ANXA9	1	150981321	150996077	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240301	6603-18	6603-18	KAL1	Anosmin-1 levels (KAL1.6603.18.3)	anosmin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0802284	Anosmin-1	3730	ENSG00000011201	ANOS1	X	8528874	8732195	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240302	4959-2	4959-2	AGR2	Anterior gradient protein 2 homolog levels (AGR2.4959.2.1)	anterior gradient protein 2 homolog measurement	http://www.ebi.ac.uk/efo/EFO_0020152	Anterior gradient protein 2 homolog	10551	ENSG00000106541	AGR2	7	16791387	16833433	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240303	8749-194	8749-194	CD1D	Antigen-presenting glycoprotein CD1d levels (CD1D.8749.194.3)	antigen-presenting glycoprotein CD1d measurement	http://www.ebi.ac.uk/efo/EFO_0802285	Antigen-presenting glycoprotein CD1d	912	ENSG00000158473	CD1D	1	158178012	158186427	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240304	3344-60	3344-60	SERPINC1	Antithrombin-III levels (SERPINC1.3344.60.4)	antithrombin-III measurement	http://www.ebi.ac.uk/efo/EFO_0020155	Antithrombin-III	462	ENSG00000117601	SERPINC1	1	173903414	173917543	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240305	7947-19	7947-19	ENTHD2	AP-4 complex accessory subunit tepsin levels (ENTHD2.7947.19.3)	AP-4 complex accessory subunit tepsin measurement	http://www.ebi.ac.uk/efo/EFO_0801384	AP-4 complex accessory subunit tepsin	146705	ENSG00000167302	TEPSIN	17	81228277	81239095	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240306	10076-1	10076-1	AP4M1	AP-4 complex subunit mu-1 levels (AP4M1.10076.1.3)	AP-4 complex subunit mu-1 measurement	http://www.ebi.ac.uk/efo/EFO_0801385	AP-4 complex subunit mu-1	9179	ENSG00000221838	AP4M1	7	100100841	100110345	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240307	12423-38	12423-38	A1CF	APOBEC1 complementation factor levels (A1CF.12423.38.3)	APOBEC1 complementation factor measurement	http://www.ebi.ac.uk/efo/EFO_0801386	APOBEC1 complementation factor	29974	ENSG00000148584	A1CF	10	50799409	50885716	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240308	12908-15	11318-20	APOA5	Apolipoprotein A-V levels (APOA5.12908.15.3)	apolipoprotein A-V measurement	http://www.ebi.ac.uk/efo/EFO_0801387	Apolipoprotein A-V	116519	ENSG00000110243	APOA5	11	116789014	116793026	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240308	12908-15	15363-32	APOA5	Apolipoprotein A-V levels (APOA5.12908.15.3)	apolipoprotein A-V measurement	http://www.ebi.ac.uk/efo/EFO_0801387	Apolipoprotein A-V	116519	ENSG00000110243	APOA5	11	116789014	116793026	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240309	11318-20	11318-20	APOA5	Apolipoprotein A-V levels (APOA5.11318.20.3)	apolipoprotein A-V measurement	http://www.ebi.ac.uk/efo/EFO_0801387	Apolipoprotein A-V	116519	ENSG00000110243	APOA5	11	116789014	116793026	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240310	2797-56	2797-56	APOB	Apolipoprotein B levels (APOB.2797.56.2)	apolipoprotein B measurement	http://www.ebi.ac.uk/efo/EFO_0004615	Apolipoprotein B	338	ENSG00000084674	APOB	2	21001305	21044075	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240311	4712-28	4712-28	APOD	Apolipoprotein D levels (APOD.4712.28.2)	apolipoprotein D measurement	http://www.ebi.ac.uk/efo/EFO_0020156	Apolipoprotein D	347	ENSG00000189058	APOD	3	195568701	195584047	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240312	8262-20	8262-20	APOD	Apolipoprotein D levels (APOD.8262.20.3)	apolipoprotein D measurement	http://www.ebi.ac.uk/efo/EFO_0020156	Apolipoprotein D	347	ENSG00000189058	APOD	3	195568701	195584047	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240313	5312-49	5312-49	APOE	Apolipoprotein E (isoform E2) levels (APOE.5312.49.3)	apolipoprotein E isoform E2 measurement	http://www.ebi.ac.uk/efo/EFO_0008028	Apolipoprotein E (isoform E2)	348	ENSG00000130203	APOE	19	44903787	44909396	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240314	2937-10	2937-10	APOE	Apolipoprotein E (isoform E3) levels (APOE.2937.10.2)	apolipoprotein E (isoform E3) measurement	http://www.ebi.ac.uk/efo/EFO_0020157	Apolipoprotein E (isoform E3)	348	ENSG00000130203	APOE	19	44903787	44909396	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240315	12370-30	12370-30	APOF	Apolipoprotein F levels (APOF.12370.30.3)	apolipoprotein F measurement	http://www.ebi.ac.uk/efo/EFO_0801388	Apolipoprotein F	319	ENSG00000175336	APOF	12	56360565	56362862	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240316	9506-10	9506-10	APOL1	Apolipoprotein L1 levels (APOL1.9506.10.3)	apolipoprotein L1 measurement	http://www.ebi.ac.uk/efo/EFO_0021854	Apolipoprotein L1	8542	ENSG00000100342	APOL1	22	36253071	36267530	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240317	11510-31	11510-31	APOL1	Apolipoprotein L1 levels (APOL1.11510.31.3)	apolipoprotein L1 measurement	http://www.ebi.ac.uk/efo/EFO_0021854	Apolipoprotein L1	8542	ENSG00000100342	APOL1	22	36253071	36267530	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240318	10445-20	10445-20	APOM	Apolipoprotein M levels (APOM.10445.20.3)	apolipoprotein M measurement	http://www.ebi.ac.uk/efo/EFO_0021945	Apolipoprotein M	55937	ENSG00000204444	APOM	6	31652416	31658214	1	protein_coding	GRCh38	TRUE	TRUE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240319	14125-5	14125-5	APOM	Apolipoprotein M levels (APOM.14125.5.3)	apolipoprotein M measurement	http://www.ebi.ac.uk/efo/EFO_0021945	Apolipoprotein M	55937	ENSG00000204444	APOM	6	31652416	31658214	1	protein_coding	GRCh38	TRUE	TRUE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240320	3412-7	3412-7	BCL2	Apoptosis regulator Bcl-2 levels (BCL2.3412.7.1)	apoptosis regulator BCL-2 measurement	http://www.ebi.ac.uk/efo/EFO_0020159	Apoptosis regulator Bcl-2	596	ENSG00000171791	BCL2	18	63123346	63320215	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240321	13424-51	9522-3	AIFM1	Apoptosis-inducing factor 1, mitochondrial levels (AIFM1.13424.51.3)	apoptosis-inducing factor 1, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0801389	Apoptosis-inducing factor 1, mitochondrial	9131	ENSG00000156709	AIFM1	X	130124666	130165884	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240322	9522-3	9522-3	AIFM1	Apoptosis-inducing factor 1, mitochondrial levels (AIFM1.9522.3.3)	apoptosis-inducing factor 1, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0801389	Apoptosis-inducing factor 1, mitochondrial	9131	ENSG00000156709	AIFM1	X	130124666	130165884	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240323	13583-19	13583-19	APAF1	Apoptotic protease-activating factor 1 levels (APAF1.13583.19.3)	apoptotic protease-activating factor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801390	Apoptotic protease-activating factor 1	317	ENSG00000120868	APAF1	12	98645149	98735433	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240324	8447-11	8447-11	GHRL	Appetite-regulating hormone levels (GHRL.8447.11.3)	appetite-regulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0022016	Appetite-regulating hormone	51738	ENSG00000157017	GHRL	3	10285666	10292959	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240325	12422-143	12422-143	ALOX15B	Arachidonate 15-lipoxygenase B levels (ALOX15B.12422.143.3)	arachidonate 15-lipoxygenase B measurement	http://www.ebi.ac.uk/efo/EFO_0801391	Arachidonate 15-lipoxygenase B	247	ENSG00000179593	ALOX15B	17	8039011	8049134	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240326	11681-8	11681-8	AGFG1	Arf-GAP domain and FG repeat-containing protein 1 levels (AGFG1.11681.8.3)	arf-GAP domain and FG repeat-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803312	Arf-GAP domain and FG repeat-containing protein 1	3267	ENSG00000173744	AGFG1	2	227472134	227561411	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240327	12343-14	12343-14	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 levels (ACAP2.12343.14.3)	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0803311	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	23527	ENSG00000114331	ACAP2	3	195274738	195443139	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240328	13518-5	13518-5	ASAP2	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 levels (ASAP2.13518.5.3)	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0803306	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	8853	ENSG00000151693	ASAP2	2	9206602	9405683	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240329	13488-3	13488-3	ARFIP1	Arfaptin-1 levels (ARFIP1.13488.3.3)	arfaptin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0801392	Arfaptin-1	27236	ENSG00000164144	ARFIP1	4	152779096	152918463	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240330	12630-8	12630-8	ARFIP2	Arfaptin-2 levels (ARFIP2.12630.8.3)	arfaptin-2 measurement	http://www.ebi.ac.uk/efo/EFO_0801393	Arfaptin-2	23647	ENSG00000132254	ARFIP2	11	6474683	6481479	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240331	9050-170	9050-170	RSRP1	Arginine/serine-rich protein 1 levels (RSRP1.9050.170.3)	arginine/serine-rich protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802286	Arginine/serine-rich protein 1	57035	ENSG00000117616	RSRP1	1	25242248	25338244	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240332	11241-8	11241-8	ASL	Argininosuccinate lyase levels (ASL.11241.8.3)	argininosuccinate lyase measurement	http://www.ebi.ac.uk/efo/EFO_0802287	Argininosuccinate lyase	435	ENSG00000126522	ASL	7	66075800	66094697	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240333	8785-1	8785-1	ARMC5	Armadillo repeat-containing protein 5 levels (ARMC5.8785.1.3)	armadillo repeat-containing protein 5 measurement	http://www.ebi.ac.uk/efo/EFO_0802288	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5	79798	ENSG00000140691	ARMC5	16	31458080	31467172	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240334	8816-44	8785-1	ARMC5	Armadillo repeat-containing protein 5 levels (ARMC5.8816.44.3)	armadillo repeat-containing protein 5 measurement	http://www.ebi.ac.uk/efo/EFO_0802288	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5	79798	ENSG00000140691	ARMC5	16	31458080	31467172	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240334	8816-44	9945-8	ARMC5	Armadillo repeat-containing protein 5 levels (ARMC5.8816.44.3)	armadillo repeat-containing protein 5 measurement	http://www.ebi.ac.uk/efo/EFO_0802288	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 2	79798	ENSG00000140691	ARMC5	16	31458080	31467172	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240335	9945-8	9945-8	ARMC5	Armadillo repeat-containing protein 5 levels (ARMC5.9945.8.3)	armadillo repeat-containing protein 5 measurement	http://www.ebi.ac.uk/efo/EFO_0802288	Armadillo repeat-containing protein 5:Armadillo Repeat Domain 2	79798	ENSG00000140691	ARMC5	16	31458080	31467172	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240336	3538-26	3538-26	DDC	Aromatic-L-amino-acid decarboxylase levels (DDC.3538.26.1)	aromatic-l-amino-acid decarboxylase measurement	http://www.ebi.ac.uk/efo/EFO_0020161	Aromatic-L-amino-acid decarboxylase	1644	ENSG00000132437	DDC	7	50458436	50565468	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240337	12352-70	12352-70	ARRDC3	Arrestin domain-containing protein 3 levels (ARRDC3.12352.70.3)	arrestin domain-containing protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802289	Arrestin domain-containing protein 3	57561	ENSG00000113369	ARRDC3	5	91368631	91383348	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240338	2939-10	2939-10	ARTN	Artemin levels (ARTN.2939.10.2)	artemin measurement	http://www.ebi.ac.uk/efo/EFO_0020162	Artemin	9048	ENSG00000117407	ARTN	1	43933272	43937244	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240339	12632-14	12632-14	NAT1	Arylamine N-acetyltransferase 1 levels (NAT1.12632.14.3)	arylamine N-acetyltransferase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801394	Arylamine N-acetyltransferase 1	9	ENSG00000171428	NAT1	8	18170399	18223746	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240340	3583-54	3583-54	ARSA	Arylsulfatase A levels (ARSA.3583.54.4)	arylsulfatase A measurement	http://www.ebi.ac.uk/efo/EFO_0020163	Arylsulfatase A	410	ENSG00000100299	ARSA	22	50622754	50628177	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240341	3172-28	3172-28	ARSB	Arylsulfatase B levels (ARSB.3172.28.2)	arylsulfatase B amount	http://purl.obolibrary.org/obo/OBA_2050219	Arylsulfatase B	411	ENSG00000113273	ARSB	5	78777209	78986087	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240342	8269-327	8269-327	ARSK	Arylsulfatase K levels (ARSK.8269.327.3)	arylsulfatase K measurement	http://www.ebi.ac.uk/efo/EFO_0801395	Arylsulfatase K	153642	ENSG00000164291	ARSK	5	95555081	95607966	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240343	5452-71	5452-71	ASGR1	Asialoglycoprotein receptor 1 levels (ASGR1.5452.71.3)	asialoglycoprotein receptor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0020164	Asialoglycoprotein receptor 1	432	ENSG00000141505	ASGR1	17	7172427	7179666	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240344	9474-22	9474-22	ASGR2	Asialoglycoprotein receptor 2 levels (ASGR2.9474.22.3)	asialoglycoprotein receptor 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802290	Asialoglycoprotein receptor 2	433	ENSG00000161944	ASGR2	17	7100166	7116603	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240345	4912-17	4912-17	GOT1	Aspartate aminotransferase, cytoplasmic levels (GOT1.4912.17.1)	aspartate aminotransferase, cytoplasmic measurement	http://www.ebi.ac.uk/efo/EFO_0008031	Aspartate aminotransferase, cytoplasmic	2805	ENSG00000120053	GOT1	10	99396869	99431465	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240346	6998-106	6998-106	ASPH	Aspartyl/asparaginyl beta-hydroxylase levels (ASPH.6998.106.3)	aspartyl/asparaginyl beta-hydroxylase measurement	http://www.ebi.ac.uk/efo/EFO_0801396	Aspartyl/asparaginyl beta-hydroxylase	444	ENSG00000198363	ASPH	8	61491715	61714822	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90240347	6451-64	6451-64	ASPN	Asporin levels (ASPN.6451.64.3)	asporin measurement	http://www.ebi.ac.uk/efo/EFO_0801397	Asporin	54829	ENSG00000106819	ASPN	9	92456193	92492208	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
